Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,117549,-,-,-,37.33,-121.9,-8,24,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2016,1,1,8,0,32,375,69,32,375,69,4,-1,84.36,4,0.12,1.6,0.727,33.300000000000004,83.73,3,1020,0.0000,0.0000,N/A
2016,1,1,8,30,49,557,149,49,557,149,4,-1,79.62,4,0.12,1.6,0.728,33.300000000000004,77.96000000000001,4,1020,7.1018,5.4143,N/A
2016,1,1,9,0,61,668,231,61,668,231,2,0,75.22,4,0.12,1.6,0.729,41.400000000000006,75.91,5,1020,11.2744,8.6610,N/A
2016,1,1,9,30,69,742,308,69,742,308,0,0,71.24,0,0.12,1.6,0.732,41.400000000000006,70.76,6,1020,15.5909,12.0538,N/A
2016,1,1,10,0,80,772,372,80,772,372,1,0,67.75,0,0.12,1.7000000000000002,0.736,62.400000000000006,68.26,8,1020,19.4180,15.0759,N/A
2016,1,1,10,30,85,808,428,85,808,428,1,0,64.84,0,0.12,1.5,0.742,62.400000000000006,63.71,8,1020,22.8558,17.7927,N/A
2016,1,1,11,0,89,830,471,89,830,471,1,1,62.6,0,0.12,1.4000000000000001,0.748,73.9,63.5,9,1020,25.5488,19.9224,N/A
2016,1,1,11,30,91,844,499,91,844,499,1,1,61.09,0,0.12,1.2000000000000002,0.759,73.9,63.480000000000004,9,1020,27.3305,21.3325,N/A
2016,1,1,12,0,91,853,513,91,853,513,1,1,60.38,0,0.12,1.1,0.77,83.7,61.28,10,1020,28.2187,22.0350,N/A
2016,1,1,12,30,91,851,510,91,851,510,2,1,60.480000000000004,4,0.12,1,0.781,83.7,61.27,10,1020,28.0369,21.8918,N/A
2016,1,1,13,0,86,853,495,86,853,495,1,1,61.410000000000004,0,0.12,1,0.792,91.80000000000001,61.51,11,1020,27.0575,21.1152,N/A
2016,1,1,13,30,84,836,462,84,836,462,0,1,63.11,0,0.12,1,0.801,91.80000000000001,61.51,11,1020,24.9750,19.4680,N/A
2016,1,1,14,0,80,812,416,80,812,416,1,1,65.53,0,0.12,1,0.811,99.80000000000001,61.28,11,1020,22.1010,17.1950,N/A
2016,1,1,14,30,75,773,357,75,773,357,1,1,68.59,0,0.12,0.9,0.8260000000000001,99.80000000000001,61.28,10,1020,18.5035,14.3529,N/A
2016,1,1,15,0,67,721,287,67,721,287,8,2,72.21000000000001,4,0.12,0.9,0.842,101.60000000000001,63.480000000000004,10,1020,14.3979,11.1158,N/A
2016,1,1,15,30,58,638,209,58,638,209,1,2,76.31,0,0.12,0.8,0.861,101.60000000000001,67.92,9,1020,10.1104,7.7512,N/A
2016,1,1,16,0,45,514,128,45,514,128,8,2,80.81,4,0.11800000000000001,0.7000000000000001,0.881,85.5,75.12,8,1020,0.0000,0.0000,N/A
2016,1,1,16,30,27,309,50,27,309,50,4,2,85.63,4,0.11800000000000001,0.8,0.898,85.5,80.47,7,1020,0.0000,0.0000,N/A
2016,1,1,17,0,0,0,0,0,0,0,8,1,90.74,0,0.11800000000000001,1,0.915,79.9,79.75,7,1020,0.0000,0.0000,N/A
2016,1,1,17,30,0,0,0,0,0,0,8,1,96.07000000000001,0,0.11800000000000001,1,0.925,79.9,85.53,6,1020,0.0000,0.0000,N/A
2016,1,1,18,0,0,0,0,0,0,0,8,1,101.59,0,0.11800000000000001,1,0.936,84.4,86.60000000000001,6,1020,0.0000,0.0000,N/A
2016,1,1,18,30,0,0,0,0,0,0,8,1,107.25,0,0.11800000000000001,1,0.9470000000000001,84.4,86.61,6,1020,0.0000,0.0000,N/A
2016,1,1,19,0,0,0,0,0,0,0,8,1,113.03,0,0.11800000000000001,1,0.9590000000000001,92,86.8,6,1020,0.0000,0.0000,N/A
2016,1,1,19,30,0,0,0,0,0,0,8,1,118.9,0,0.11800000000000001,1,0.974,92,86.8,5,1020,0.0000,0.0000,N/A
2016,1,1,20,0,0,0,0,0,0,0,8,1,124.83,0,0.11800000000000001,1,0.989,100.9,85.8,5,1020,0.0000,0.0000,N/A
2016,1,1,20,30,0,0,0,0,0,0,4,1,130.78,0,0.11800000000000001,1,1.002,100.9,92.05,5,1020,0.0000,0.0000,N/A
2016,1,1,21,0,0,0,0,0,0,0,8,1,136.73,0,0.11800000000000001,1,1.014,109.9,90.47,5,1020,0.0000,0.0000,N/A
2016,1,1,21,30,0,0,0,0,0,0,4,1,142.63,0,0.11800000000000001,1,1.022,109.9,90.46000000000001,4,1020,0.0000,0.0000,N/A
2016,1,1,22,0,0,0,0,0,0,0,8,1,148.41,0,0.11800000000000001,1,1.032,116.60000000000001,87.55,4,1020,0.0000,0.0000,N/A
2016,1,1,22,30,0,0,0,0,0,0,4,1,153.94,0,0.11800000000000001,1,1.039,116.60000000000001,87.53,4,1020,0.0000,0.0000,N/A
2016,1,1,23,0,0,0,0,0,0,0,8,0,158.99,0,0.11800000000000001,1,1.047,125.60000000000001,85.62,4,1020,0.0000,0.0000,N/A
2016,1,1,23,30,0,0,0,0,0,0,8,0,163.1,0,0.11800000000000001,1,1.061,125.60000000000001,85.59,4,1020,0.0000,0.0000,N/A
2016,1,2,0,0,0,0,0,0,0,0,4,0,165.41,0,0.11800000000000001,1,1.076,138.3,85.26,4,1020,0.0000,0.0000,N/A
2016,1,2,0,30,0,0,0,0,0,0,8,0,165.07,0,0.11800000000000001,1,1.105,138.3,91.51,4,1020,0.0000,0.0000,N/A
2016,1,2,1,0,0,0,0,0,0,0,8,0,162.21,0,0.11800000000000001,1,1.1340000000000001,147.3,91.01,4,1020,0.0000,0.0000,N/A
2016,1,2,1,30,0,0,0,0,0,0,4,0,157.81,0,0.11800000000000001,1,1.177,147.3,91,4,1020,0.0000,0.0000,N/A
2016,1,2,2,0,0,0,0,0,0,0,8,0,152.61,0,0.11800000000000001,1,1.22,152.9,92.10000000000001,4,1020,0.0000,0.0000,N/A
2016,1,2,2,30,0,0,0,0,0,0,4,0,147,0,0.11800000000000001,1,1.262,152.9,92.09,4,1020,0.0000,0.0000,N/A
2016,1,2,3,0,0,0,0,0,0,0,8,1,141.18,0,0.11800000000000001,1,1.305,154.4,93.39,4,1020,0.0000,0.0000,N/A
2016,1,2,3,30,0,0,0,0,0,0,4,1,135.26,0,0.11800000000000001,1,1.339,154.4,93.38,4,1020,0.0000,0.0000,N/A
2016,1,2,4,0,0,0,0,0,0,0,4,1,129.31,0,0.11800000000000001,1,1.373,146.9,94.74,4,1020,0.0000,0.0000,N/A
2016,1,2,4,30,0,0,0,0,0,0,4,1,123.35000000000001,0,0.11800000000000001,1,1.397,146.9,94.75,3,1020,0.0000,0.0000,N/A
2016,1,2,5,0,0,0,0,0,0,0,4,1,117.43,0,0.11800000000000001,1,1.421,127.5,95.06,3,1020,0.0000,0.0000,N/A
2016,1,2,5,30,0,0,0,0,0,0,4,1,111.58,0,0.11800000000000001,1,1.441,127.5,100,3,1020,0.0000,0.0000,N/A
2016,1,2,6,0,0,0,0,0,0,0,4,1,105.83,0,0.11800000000000001,1,1.461,109.30000000000001,100,3,1020,0.0000,0.0000,N/A
2016,1,2,6,30,0,0,0,0,0,0,4,1,100.19,0,0.11800000000000001,0.9,1.478,109.30000000000001,100,3,1020,0.0000,0.0000,N/A
2016,1,2,7,0,0,0,0,0,0,0,4,0,94.71000000000001,0,0.11800000000000001,0.9,1.496,106.5,99.71000000000001,3,1020,0.0000,0.0000,N/A
2016,1,2,7,30,0,0,0,0,0,0,8,0,89.43,0,0.11800000000000001,1.2000000000000002,1.5070000000000001,106.5,92.81,4,1020,0.0000,0.0000,N/A
2016,1,2,8,0,28,0,28,31,360,67,4,1,84.38,4,0.11800000000000001,1.5,1.5190000000000001,117.30000000000001,85.69,5,1020,0.0000,0.0000,N/A
2016,1,2,8,30,62,0,62,48,533,144,4,1,79.62,4,0.11800000000000001,1.5,1.5290000000000001,117.30000000000001,79.91,6,1020,2.9551,2.2529,N/A
2016,1,2,9,0,93,10,96,59,643,223,4,2,75.21000000000001,4,0.11800000000000001,1.5,1.541,132.20000000000002,77.17,7,1020,4.6859,3.5997,N/A
2016,1,2,9,30,122,19,128,67,716,298,4,2,71.22,4,0.11800000000000001,1.5,1.546,132.20000000000002,72.04,8,1020,6.4805,5.0104,N/A
2016,1,2,10,0,147,27,157,69,781,365,4,4,67.72,0,0.11800000000000001,1.6,1.552,150.1,75.91,10,1020,8.1973,6.3645,N/A
2016,1,2,10,30,106,0,106,73,814,420,4,4,64.81,0,0.11800000000000001,1.9000000000000001,1.551,150.1,70.91,11,1020,5.6618,4.4077,N/A
2016,1,2,11,0,204,135,267,75,843,463,4,6,62.550000000000004,0,0.11800000000000001,2.3000000000000003,1.551,166.10000000000002,72.16,13,1020,14.4879,11.2977,N/A
2016,1,2,11,30,190,370,369,76,856,491,3,6,61.02,0,0.11800000000000001,2.5,1.548,166.10000000000002,72.10000000000001,13,1020,20.2191,15.7824,N/A
2016,1,2,12,0,218,234,334,77,864,505,4,6,60.29,0,0.11800000000000001,2.7,1.545,171.70000000000002,70.79,14,1010,18.3823,14.3548,N/A
2016,1,2,12,30,221,188,315,77,864,504,4,6,60.39,0,0.11800000000000001,2.7,1.539,171.70000000000002,70.75,14,1010,17.3263,13.5294,N/A
2016,1,2,13,0,216,180,303,79,846,485,3,6,61.300000000000004,4,0.11800000000000001,2.7,1.534,172.4,66.06,15,1010,16.5739,12.9349,N/A
2016,1,2,13,30,176,25,188,77,830,454,4,6,62.99,0,0.11800000000000001,2.5,1.5310000000000001,172.4,66.04,15,1010,10.1712,7.9292,N/A
2016,1,2,14,0,153,13,159,74,803,409,4,6,65.41,0,0.11800000000000001,2.4000000000000004,1.528,172.5,64.37,15,1010,8.4549,6.5788,N/A
2016,1,2,14,30,133,8,137,70,765,351,3,6,68.47,4,0.11800000000000001,1.9000000000000001,1.536,172.5,68.72,14,1010,7.1081,5.5143,N/A
2016,1,2,15,0,109,2,110,64,708,282,4,7,72.08,4,0.11800000000000001,1.4000000000000001,1.545,173.60000000000002,72.29,14,1010,5.5250,4.2664,N/A
2016,1,2,15,30,80,0,80,56,627,206,8,7,76.17,4,0.11800000000000001,1,1.575,173.60000000000002,77.22,12,1010,3.8742,2.9710,N/A
2016,1,2,16,0,49,0,49,44,503,126,8,6,80.67,4,0.11800000000000001,0.7000000000000001,1.605,153.8,80.18,11,1010,0.0000,0.0000,N/A
2016,1,2,16,30,19,0,19,26,304,50,8,6,85.49,4,0.11800000000000001,0.8,1.6460000000000001,153.8,85.75,10,1010,0.0000,0.0000,N/A
2016,1,2,17,0,0,0,0,0,0,0,8,5,90.60000000000001,0,0.11800000000000001,1,1.687,109.60000000000001,81.94,10,1010,0.0000,0.0000,N/A
2016,1,2,17,30,0,0,0,0,0,0,8,5,95.93,0,0.11800000000000001,1,1.714,109.60000000000001,87.72,9,1010,0.0000,0.0000,N/A
2016,1,2,18,0,0,0,0,0,0,0,8,4,101.45,0,0.11800000000000001,1.1,1.741,94.5,85.45,8,1010,0.0000,0.0000,N/A
2016,1,2,18,30,0,0,0,0,0,0,8,4,107.11,0,0.11800000000000001,1.1,1.74,94.5,91.52,8,1010,0.0000,0.0000,N/A
2016,1,2,19,0,0,0,0,0,0,0,8,4,112.89,0,0.11800000000000001,1.2000000000000002,1.739,102.80000000000001,87.15,8,1010,0.0000,0.0000,N/A
2016,1,2,19,30,0,0,0,0,0,0,8,4,118.76,0,0.11800000000000001,1.2000000000000002,1.717,102.80000000000001,93.39,7,1010,0.0000,0.0000,N/A
2016,1,2,20,0,0,0,0,0,0,0,8,3,124.69,0,0.11800000000000001,1.2000000000000002,1.696,122.30000000000001,88.82000000000001,7,1010,0.0000,0.0000,N/A
2016,1,2,20,30,0,0,0,0,0,0,8,3,130.65,0,0.11800000000000001,1.2000000000000002,1.682,122.30000000000001,88.82000000000001,6,1010,0.0000,0.0000,N/A
2016,1,2,21,0,0,0,0,0,0,0,8,2,136.6,0,0.11800000000000001,1.2000000000000002,1.668,127.7,85.82000000000001,6,1010,0.0000,0.0000,N/A
2016,1,2,21,30,0,0,0,0,0,0,8,2,142.49,0,0.11800000000000001,1.2000000000000002,1.684,127.7,85.82000000000001,6,1010,0.0000,0.0000,N/A
2016,1,2,22,0,0,0,0,0,0,0,8,2,148.27,0,0.11800000000000001,1.2000000000000002,1.701,125.30000000000001,86.15,6,1010,0.0000,0.0000,N/A
2016,1,2,22,30,0,0,0,0,0,0,8,2,153.8,0,0.11800000000000001,1.2000000000000002,1.726,125.30000000000001,86.13,6,1010,0.0000,0.0000,N/A
2016,1,2,23,0,0,0,0,0,0,0,8,3,158.85,0,0.11800000000000001,1.3,1.7510000000000001,118.7,88.28,7,1010,0.0000,0.0000,N/A
2016,1,2,23,30,0,0,0,0,0,0,8,3,162.97,0,0.11800000000000001,1.3,1.731,118.7,88.25,6,1010,0.0000,0.0000,N/A
2016,1,3,0,0,0,0,0,0,0,0,4,3,165.31,0,0.11800000000000001,1.4000000000000001,1.712,118.5,89.45,6,1010,0.0000,0.0000,N/A
2016,1,3,0,30,0,0,0,0,0,0,8,3,165,0,0.11800000000000001,1.4000000000000001,1.649,118.5,89.45,6,1010,0.0000,0.0000,N/A
2016,1,3,1,0,0,0,0,0,0,0,8,3,162.19,0,0.11800000000000001,1.4000000000000001,1.587,122.9,90.69,6,1010,0.0000,0.0000,N/A
2016,1,3,1,30,0,0,0,0,0,0,8,3,157.82,0,0.11800000000000001,1.3,1.544,122.9,90.69,6,1010,0.0000,0.0000,N/A
2016,1,3,2,0,0,0,0,0,0,0,8,4,152.63,0,0.11800000000000001,1.3,1.5010000000000001,128.20000000000002,94.53,6,1010,0.0000,0.0000,N/A
2016,1,3,2,30,0,0,0,0,0,0,4,4,147.04,0,0.11800000000000001,1.3,1.492,128.20000000000002,94.51,6,1010,0.0000,0.0000,N/A
2016,1,3,3,0,0,0,0,0,0,0,8,4,141.23,0,0.11800000000000001,1.3,1.484,127.30000000000001,99.89,7,1010,0.0000,0.0000,N/A
2016,1,3,3,30,0,0,0,0,0,0,8,4,135.31,0,0.11800000000000001,1.3,1.482,127.30000000000001,99.85000000000001,7,1010,0.0000,0.0000,N/A
2016,1,3,4,0,0,0,0,0,0,0,8,4,129.35,0,0.11800000000000001,1.4000000000000001,1.481,121.80000000000001,100,7,1010,0.0000,0.0000,N/A
2016,1,3,4,30,0,0,0,0,0,0,8,4,123.4,0,0.11800000000000001,1.5,1.474,121.80000000000001,100,7,1010,0.0000,0.0000,N/A
2016,1,3,5,0,0,0,0,0,0,0,8,4,117.48,0,0.11800000000000001,1.7000000000000002,1.468,119.5,100,7,1010,0.0000,0.0000,N/A
2016,1,3,5,30,0,0,0,0,0,0,8,4,111.62,0,0.11800000000000001,1.7000000000000002,1.459,119.5,100,7,1010,0.0000,0.0000,N/A
2016,1,3,6,0,0,0,0,0,0,0,8,4,105.86,0,0.11800000000000001,1.7000000000000002,1.451,123.9,100,7,1010,0.0000,0.0000,N/A
2016,1,3,6,30,0,0,0,0,0,0,8,4,100.22,0,0.11800000000000001,1.6,1.454,123.9,100,7,1010,0.0000,0.0000,N/A
2016,1,3,7,0,0,0,0,0,0,0,8,4,94.74,0,0.11800000000000001,1.5,1.457,131.6,100,7,1010,0.0000,0.0000,N/A
2016,1,3,7,30,0,0,0,0,0,0,8,6,89.44,0,0.11800000000000001,1.7000000000000002,1.48,131.6,100,8,1010,0.0000,0.0000,N/A
2016,1,3,8,0,34,55,40,32,353,66,8,7,84.39,4,0.11800000000000001,1.9000000000000001,1.5030000000000001,136.70000000000002,100,9,1010,0.0000,0.0000,N/A
2016,1,3,8,30,69,97,87,48,528,143,8,8,79.63,4,0.11800000000000001,1.9000000000000001,1.545,136.70000000000002,100,10,1010,4.1467,3.1614,N/A
2016,1,3,9,0,103,120,134,61,629,222,8,8,75.21000000000001,4,0.11800000000000001,2,1.588,142.9,99.25,11,1010,6.5407,5.0246,N/A
2016,1,3,9,30,135,134,179,69,702,295,8,8,71.2,4,0.11800000000000001,1.8,1.6420000000000001,142.9,92.82000000000001,11,1010,9.0643,7.0082,N/A
2016,1,3,10,0,161,147,217,77,743,359,8,9,67.69,0,0.11800000000000001,1.6,1.697,135.9,90.35000000000001,12,1010,11.3328,8.7992,N/A
2016,1,3,10,30,150,431,334,82,777,413,8,9,64.76,0,0.11800000000000001,1.5,1.746,135.9,90.31,12,1010,17.8466,13.8940,N/A
2016,1,3,11,0,181,360,347,85,799,455,8,9,62.49,0,0.11800000000000001,1.5,1.796,114.10000000000001,85.38,13,1010,18.8363,14.6892,N/A
2016,1,3,11,30,212,239,328,87,813,482,8,9,60.95,0,0.11800000000000001,1.7000000000000002,1.812,114.10000000000001,85.32000000000001,13,1010,17.9802,14.0354,N/A
2016,1,3,12,0,196,374,382,87,824,496,8,9,60.21,0,0.11800000000000001,2,1.828,89.2,78.99,14,1010,21.0340,16.4264,N/A
2016,1,3,12,30,169,494,414,86,823,494,8,9,60.29,0,0.11800000000000001,2.2,1.815,89.2,78.95,14,1010,22.7852,17.7931,N/A
2016,1,3,13,0,210,241,326,83,821,479,8,9,61.19,0,0.11800000000000001,2.5,1.802,89,77.63,15,1010,17.8442,13.9272,N/A
2016,1,3,13,30,180,344,338,81,804,448,8,9,62.870000000000005,0,0.11800000000000001,2.4000000000000004,1.824,89,77.62,15,1010,18.3014,14.2683,N/A
2016,1,3,14,0,175,243,277,81,765,401,8,8,65.28,0,0.11800000000000001,2.3000000000000003,1.846,107.60000000000001,71.75,15,1010,14.7440,11.4736,N/A
2016,1,3,14,30,152,222,234,76,725,344,8,8,68.33,0,0.11800000000000001,1.6,1.9000000000000001,107.60000000000001,76.56,15,1010,12.1552,9.4313,N/A
2016,1,3,15,0,128,188,186,73,646,273,8,10,71.94,4,0.11800000000000001,1,1.954,116.10000000000001,82.52,15,1010,9.3545,7.2250,N/A
2016,1,3,15,30,96,162,135,63,563,199,6,10,76.03,4,0.11800000000000001,0.7000000000000001,2.008,116.10000000000001,88.10000000000001,14,1010,6.5449,5.0203,N/A
2016,1,3,16,0,63,111,81,52,409,119,8,8,80.53,4,0.11800000000000001,0.5,2.063,80.5,86.87,13,1010,0.0000,0.0000,N/A
2016,1,3,16,30,29,42,32,29,223,47,8,8,85.35000000000001,4,0.11800000000000001,0.5,2.101,80.5,92.85000000000001,12,1010,0.0000,0.0000,N/A
2016,1,3,17,0,0,0,0,0,0,0,6,7,90.45,0,0.11800000000000001,0.6000000000000001,2.14,31.900000000000002,87.17,12,1010,0.0000,0.0000,N/A
2016,1,3,17,30,0,0,0,0,0,0,8,7,95.79,0,0.11800000000000001,0.6000000000000001,2.1550000000000002,31.900000000000002,93.21000000000001,11,1010,0.0000,0.0000,N/A
2016,1,3,18,0,0,0,0,0,0,0,8,7,101.31,0,0.11800000000000001,0.7000000000000001,2.17,37,91.13,11,1010,0.0000,0.0000,N/A
2016,1,3,18,30,0,0,0,0,0,0,8,7,106.97,0,0.11800000000000001,0.7000000000000001,2.181,37,97.5,10,1010,0.0000,0.0000,N/A
2016,1,3,19,0,0,0,0,0,0,0,8,7,112.75,0,0.11800000000000001,0.8,2.192,44,94.21000000000001,9,1010,0.0000,0.0000,N/A
2016,1,3,19,30,0,0,0,0,0,0,8,7,118.62,0,0.11800000000000001,0.8,2.207,44,100,8,1010,0.0000,0.0000,N/A
2016,1,3,20,0,0,0,0,0,0,0,8,6,124.55,0,0.11800000000000001,0.8,2.222,53.7,97.92,8,1010,0.0000,0.0000,N/A
2016,1,3,20,30,0,0,0,0,0,0,8,6,130.51,0,0.11800000000000001,0.8,2.24,53.7,100,8,1010,0.0000,0.0000,N/A
2016,1,3,21,0,0,0,0,0,0,0,8,6,136.46,0,0.11800000000000001,0.8,2.258,65.8,100,8,1010,0.0000,0.0000,N/A
2016,1,3,21,30,0,0,0,0,0,0,8,6,142.35,0,0.11800000000000001,0.7000000000000001,2.2760000000000002,65.8,100,8,1010,0.0000,0.0000,N/A
2016,1,3,22,0,0,0,0,0,0,0,8,6,148.13,0,0.11800000000000001,0.7000000000000001,2.294,83.10000000000001,100,8,1010,0.0000,0.0000,N/A
2016,1,3,22,30,0,0,0,0,0,0,8,6,153.65,0,0.11800000000000001,0.7000000000000001,2.308,83.10000000000001,100,8,1010,0.0000,0.0000,N/A
2016,1,3,23,0,0,0,0,0,0,0,8,6,158.71,0,0.11800000000000001,0.7000000000000001,2.322,105.2,100,8,1010,0.0000,0.0000,N/A
2016,1,3,23,30,0,0,0,0,0,0,8,6,162.83,0,0.11800000000000001,0.7000000000000001,2.334,105.2,100,8,1010,0.0000,0.0000,N/A
2016,1,4,0,0,0,0,0,0,0,0,8,6,165.19,0,0.11800000000000001,0.8,2.347,120.4,100,8,1010,0.0000,0.0000,N/A
2016,1,4,0,30,0,0,0,0,0,0,8,6,164.93,0,0.11800000000000001,0.8,2.365,120.4,100,8,1010,0.0000,0.0000,N/A
2016,1,4,1,0,0,0,0,0,0,0,8,6,162.17000000000002,0,0.11800000000000001,0.9,2.384,117.60000000000001,100,8,1010,0.0000,0.0000,N/A
2016,1,4,1,30,0,0,0,0,0,0,8,6,157.82,0,0.11800000000000001,1,2.41,117.60000000000001,100,8,1010,0.0000,0.0000,N/A
2016,1,4,2,0,0,0,0,0,0,0,8,6,152.66,0,0.11800000000000001,1.2000000000000002,2.437,116.2,100,8,1010,0.0000,0.0000,N/A
2016,1,4,2,30,0,0,0,0,0,0,8,6,147.07,0,0.11800000000000001,1.5,2.454,116.2,100,8,1010,0.0000,0.0000,N/A
2016,1,4,3,0,0,0,0,0,0,0,8,7,141.26,0,0.11800000000000001,1.9000000000000001,2.472,124,100,9,1010,0.0000,0.0000,N/A
2016,1,4,3,30,0,0,0,0,0,0,4,7,135.35,0,0.11800000000000001,2.2,2.452,124,100,9,1010,0.0000,0.0000,N/A
2016,1,4,4,0,0,0,0,0,0,0,4,8,129.39000000000001,0,0.11800000000000001,2.6,2.433,135.70000000000002,100,9,1010,0.0000,0.0000,N/A
2016,1,4,4,30,0,0,0,0,0,0,8,8,123.44,0,0.11800000000000001,2.7,2.343,135.70000000000002,100,9,1010,0.0000,0.0000,N/A
2016,1,4,5,0,0,0,0,0,0,0,8,8,117.52,0,0.11800000000000001,2.8000000000000003,2.253,144.20000000000002,100,10,1010,0.0000,0.0000,N/A
2016,1,4,5,30,0,0,0,0,0,0,8,8,111.66,0,0.11800000000000001,2.8000000000000003,2.129,144.20000000000002,100,10,1010,0.0000,0.0000,N/A
