Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,117549,-,-,-,37.33,-121.9,-8,24,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2018,1,1,6,30,0,0,0,0,0,0,0,8.6,100.18,0,0.11,0.7000000000000001,1.8,323,96.7,9.1,1025,0.0000,0.0000,N/A
2018,1,1,7,0,0,0,0,0,0,0,7,8.4,94.71000000000001,0,0.11,0.7000000000000001,1.8,325,96,9,1025,0.0000,0.0000,N/A
2018,1,1,7,30,8,47,9,10,87,12,8,8.4,89.01,32,0.11,0.7000000000000001,1.8,336,92.3,9.600000000000001,1026,0.0000,0.0000,N/A
2018,1,1,8,0,35,137,49,33,368,70,4,8.6,84.23,86,0.11,0.7000000000000001,1.8,347,90.54,10.100000000000001,1026,0.0000,0.0000,N/A
2018,1,1,8,30,65,207,103,47,541,145,7,8.6,79.54,100,0.11,0.9,1.8,179,85.28,11,1026,4.9093,3.7431,N/A
2018,1,1,9,0,95,214,150,56,652,223,7,9.1,75.16,43,0.11,1.1,1.8,12,83.11,11.9,1026,7.3248,5.6275,N/A
2018,1,1,9,30,119,308,218,62,730,297,7,9.1,71.18,0,0.11,1.3,1.8,18,77.34,13,1026,11.0412,8.5370,N/A
2018,1,1,10,0,126,432,290,65,787,364,7,9.3,67.7,0,0.11,1.5,1.8,24,72.14,14.200000000000001,1026,15.1440,11.7582,N/A
2018,1,1,10,30,144,447,334,68,822,418,7,9.3,64.79,0,0.11,1.5,1.8,26,68.08,15.100000000000001,1026,17.8426,13.8906,N/A
2018,1,1,11,0,147,505,380,70,845,460,7,8.9,62.54,0,0.11,1.5,1.8,28,62.42,16.1,1026,20.6208,16.0803,N/A
2018,1,1,11,30,139,576,418,71,859,487,7,8.9,61.02,0,0.11,1.3,1.8,27,59.65,16.8,1025,22.9040,17.8782,N/A
2018,1,1,12,0,150,553,424,72,866,501,7,8.200000000000001,60.300000000000004,0,0.11,1.1,1.8,25,54.09,17.6,1025,23.3342,18.2217,N/A
2018,1,1,12,30,155,526,415,74,857,497,3,8.200000000000001,60.4,0,0.11,1,1.8,20,52.42,18.1,1025,22.8253,17.8233,N/A
2018,1,1,13,0,133,594,418,77,838,479,7,7.800000000000001,61.32,0,0.11,0.9,1.8,15,49.57,18.5,1024,22.8614,17.8417,N/A
2018,1,1,13,30,145,504,374,74,824,448,7,7.800000000000001,63.01,0,0.11,0.9,1.8,12,49.26,18.6,1024,20.2315,15.7716,N/A
2018,1,1,14,0,128,506,338,71,800,404,7,7.6000000000000005,65.43,0,0.11,1,1.8,9,48.57,18.7,1024,17.9706,13.9827,N/A
2018,1,1,14,30,102,541,300,67,764,347,7,7.6000000000000005,68.48,0,0.11,0.9,1.8,9,49.800000000000004,18.3,1024,15.5637,12.0740,N/A
2018,1,1,15,0,81,536,246,61,712,280,7,8.700000000000001,72.09,7,0.11,0.8,1.8,9,54.96,17.900000000000002,1024,12.3548,9.5402,N/A
2018,1,1,15,30,66,479,181,53,634,205,7,8.700000000000001,76.17,89,0.11,0.8,1.8,9,54.96,17.900000000000002,1024,8.7653,6.7218,N/A
2018,1,1,16,0,56,261,98,43,517,127,3,8.6,80.63,100,0.11,0.8,1.8,14,63.25,15.600000000000001,1023,0.0000,0.0000,N/A
2018,1,1,16,30,29,138,40,28,327,54,4,8.6,85.38,100,0.11,0.9,1.8,23,67.07000000000001,14.700000000000001,1024,0.0000,0.0000,N/A
2018,1,1,17,0,5,47,5,6,49,6,7,7.5,90.07000000000001,29,0.11,1,1.8,33,65.87,13.8,1024,0.0000,0.0000,N/A
2018,1,1,17,30,0,0,0,0,0,0,7,7.5,95.99000000000001,0,0.11,1,1.7000000000000002,43,68.04,13.3,1024,0.0000,0.0000,N/A
2018,1,1,18,0,0,0,0,0,0,0,8,7.6000000000000005,101.51,0,0.11,1,1.7000000000000002,53,70.77,12.8,1024,0.0000,0.0000,N/A
2018,1,1,18,30,0,0,0,0,0,0,7,7.6000000000000005,107.18,0,0.11,1,1.7000000000000002,62,71.7,12.600000000000001,1024,0.0000,0.0000,N/A
2018,1,1,19,0,0,0,0,0,0,0,7,7.5,112.96000000000001,0,0.11,1,1.7000000000000002,72,72.12,12.4,1024,0.0000,0.0000,N/A
2018,1,1,19,30,0,0,0,0,0,0,7,7.5,118.83,0,0.11,1,1.7000000000000002,83,72.12,12.4,1024,0.0000,0.0000,N/A
2018,1,1,20,0,0,0,0,0,0,0,7,7.2,124.75,0,0.11,1,1.7000000000000002,95,71,12.3,1024,0.0000,0.0000,N/A
2018,1,1,20,30,0,0,0,0,0,0,7,7.2,130.71,0,0.11,0.9,1.7000000000000002,104,71,12.3,1024,0.0000,0.0000,N/A
2018,1,1,21,0,0,0,0,0,0,0,7,7.1000000000000005,136.66,0,0.11,0.9,1.7000000000000002,113,70.69,12.3,1024,0.0000,0.0000,N/A
2018,1,1,21,30,0,0,0,0,0,0,7,7.1000000000000005,142.56,0,0.11,0.9,1.7000000000000002,118,70.69,12.3,1024,0.0000,0.0000,N/A
2018,1,1,22,0,0,0,0,0,0,0,7,7.1000000000000005,148.34,0,0.11,0.9,1.7000000000000002,124,70.25,12.4,1024,0.0000,0.0000,N/A
2018,1,1,22,30,0,0,0,0,0,0,7,7.1000000000000005,153.87,0,0.11,0.9,1.7000000000000002,127,70.25,12.4,1024,0.0000,0.0000,N/A
2018,1,1,23,0,0,0,0,0,0,0,7,7.1000000000000005,158.92000000000002,0,0.11,0.9,1.7000000000000002,131,70.33,12.4,1024,0.0000,0.0000,N/A
2018,1,1,23,30,0,0,0,0,0,0,7,7.1000000000000005,163.04,0,0.11,1,1.7000000000000002,135,70.79,12.3,1024,0.0000,0.0000,N/A
2018,1,2,0,0,0,0,0,0,0,0,7,7.2,165.37,0,0.11,1,1.7000000000000002,139,72.06,12.100000000000001,1024,0.0000,0.0000,N/A
2018,1,2,0,30,0,0,0,0,0,0,7,7.2,165.05,0,0.11,1,1.7000000000000002,137,72.06,12.100000000000001,1024,0.0000,0.0000,N/A
2018,1,2,1,0,0,0,0,0,0,0,4,7.300000000000001,162.22,0,0.11,1,1.7000000000000002,135,72.23,12.100000000000001,1024,0.0000,0.0000,N/A
2018,1,2,1,30,0,0,0,0,0,0,4,7.300000000000001,157.83,0,0.11,1,1.7000000000000002,125,72.71000000000001,12,1024,0.0000,0.0000,N/A
2018,1,2,2,0,0,0,0,0,0,0,7,7.2,152.64000000000001,0,0.11,1,1.7000000000000002,114,72.81,11.9,1024,0.0000,0.0000,N/A
2018,1,2,2,30,0,0,0,0,0,0,7,7.2,147.03,0,0.11,1.1,1.7000000000000002,110,74.26,11.600000000000001,1024,0.0000,0.0000,N/A
2018,1,2,3,0,0,0,0,0,0,0,6,7.1000000000000005,141.22,0,0.11,1.1,1.7000000000000002,105,75.17,11.3,1024,0.0000,0.0000,N/A
2018,1,2,3,30,0,0,0,0,0,0,6,7.1000000000000005,135.3,0,0.11,1.1,1.7000000000000002,102,76.17,11.100000000000001,1024,0.0000,0.0000,N/A
2018,1,2,4,0,0,0,0,0,0,0,6,6.9,129.34,0,0.11,1.1,1.7000000000000002,100,76.94,10.8,1024,0.0000,0.0000,N/A
2018,1,2,4,30,0,0,0,0,0,0,7,6.9,123.39,0,0.11,1.1,1.7000000000000002,98,77.97,10.600000000000001,1024,0.0000,0.0000,N/A
2018,1,2,5,0,0,0,0,0,0,0,7,6.7,117.47,0,0.11,1.1,1.7000000000000002,96,78.08,10.4,1024,0.0000,0.0000,N/A
2018,1,2,5,30,0,0,0,0,0,0,7,6.7,111.62,0,0.11,1.1,1.7000000000000002,97,79.12,10.200000000000001,1024,0.0000,0.0000,N/A
2018,1,2,6,0,0,0,0,0,0,0,7,6.6000000000000005,105.85000000000001,0,0.11,1.1,1.7000000000000002,98,79.3,10,1024,0.0000,0.0000,N/A
2018,1,2,6,30,0,0,0,0,0,0,7,6.6000000000000005,100.22,0,0.11,1.1,1.7000000000000002,97,79.3,10,1024,0.0000,0.0000,N/A
2018,1,2,7,0,0,0,0,0,0,0,6,6.6000000000000005,94.74,0,0.11,1.1,1.7000000000000002,95,79.88,9.9,1024,0.0000,0.0000,N/A
2018,1,2,7,30,5,4,5,10,90,12,6,6.6000000000000005,89.03,43,0.11,1,1.7000000000000002,92,74.74,10.9,1024,0.0000,0.0000,N/A
2018,1,2,8,0,29,0,29,32,376,70,6,7.7,84.25,100,0.11,0.9,1.7000000000000002,89,75.48,11.9,1024,0.0000,0.0000,N/A
2018,1,2,8,30,58,0,58,46,545,145,6,7.7,79.54,100,0.11,1.2000000000000002,1.8,89,70.31,13,1025,2.7644,2.1078,N/A
2018,1,2,9,0,92,15,96,56,653,223,6,7.300000000000001,75.15,43,0.11,1.5,1.8,88,63.7,14.100000000000001,1025,4.6883,3.6020,N/A
2018,1,2,9,30,122,40,135,62,731,298,6,7.300000000000001,71.17,0,0.11,1.4000000000000001,1.8,81,60.11,15,1025,6.8381,5.2872,N/A
2018,1,2,10,0,159,113,202,65,789,365,6,7.7,67.67,0,0.11,1.3,1.8,75,57.81,16,1025,10.5512,8.1925,N/A
2018,1,2,10,30,182,161,251,68,820,418,7,7.7,64.75,0,0.11,1.3,1.9000000000000001,70,53.870000000000005,17.1,1024,13.4126,10.4421,N/A
2018,1,2,11,0,195,154,266,70,842,459,6,7.7,62.480000000000004,0,0.11,1.2000000000000002,1.9000000000000001,65,49.92,18.3,1024,14.4403,11.2611,N/A
2018,1,2,11,30,153,7,156,72,854,487,6,7.7,60.95,0,0.11,1.2000000000000002,1.9000000000000001,61,48.04,18.900000000000002,1023,8.5516,6.6754,N/A
2018,1,2,12,0,131,0,131,74,858,500,6,7.6000000000000005,60.22,0,0.11,1.1,1.9000000000000001,58,46.09,19.5,1023,7.2128,5.6328,N/A
2018,1,2,12,30,133,0,133,73,856,497,6,7.6000000000000005,60.300000000000004,0,0.11,1.2000000000000002,2,59,45.52,19.700000000000003,1023,7.3195,5.7158,N/A
2018,1,2,13,0,122,0,122,73,848,481,6,7.4,61.21,0,0.11,1.2000000000000002,2,60,43.95,20,1022,6.6770,5.2113,N/A
2018,1,2,13,30,149,10,154,71,832,450,6,7.4,62.89,0,0.11,1.2000000000000002,2,54,44.49,19.8,1022,8.3374,6.5000,N/A
2018,1,2,14,0,141,6,144,69,806,406,6,7.7,65.3,0,0.11,1.3,2,48,45.78,19.700000000000003,1022,7.6636,5.9636,N/A
2018,1,2,14,30,146,83,177,65,770,349,7,7.7,68.35000000000001,0,0.11,1.1,2,49,47.81,19,1022,9.1928,7.1326,N/A
2018,1,2,15,0,116,37,127,60,717,282,7,9.700000000000001,71.95,0,0.11,0.8,2,51,57.06,18.400000000000002,1022,6.3866,4.9327,N/A
2018,1,2,15,30,85,43,95,52,641,207,7,9.700000000000001,76.03,86,0.11,0.8,2,51,57.06,18.400000000000002,1022,4.6056,3.5328,N/A
2018,1,2,16,0,53,43,60,43,524,129,7,9.5,80.5,100,0.11,0.9,2,47,66.63,15.700000000000001,1022,0.0000,0.0000,N/A
2018,1,2,16,30,24,0,24,28,335,56,6,9.5,85.25,100,0.11,0.9,2,48,70.59,14.8,1022,0.0000,0.0000,N/A
2018,1,2,17,0,3,18,3,6,52,6,6,8.8,89.96000000000001,29,0.11,1,2,49,71.58,13.8,1022,0.0000,0.0000,N/A
2018,1,2,17,30,0,0,0,0,0,0,7,8.8,95.85000000000001,0,0.11,1,1.9000000000000001,53,73.94,13.3,1022,0.0000,0.0000,N/A
2018,1,2,18,0,0,0,0,0,0,0,7,8.6,101.37,0,0.11,1,1.9000000000000001,57,75.55,12.8,1022,0.0000,0.0000,N/A
2018,1,2,18,30,0,0,0,0,0,0,7,8.6,107.04,0,0.11,1,1.8,63,77.55,12.4,1022,0.0000,0.0000,N/A
2018,1,2,19,0,0,0,0,0,0,0,7,8.4,112.82000000000001,0,0.11,1,1.8,70,78.49,12,1022,0.0000,0.0000,N/A
2018,1,2,19,30,0,0,0,0,0,0,7,8.4,118.69,0,0.11,1,1.8,74,79.53,11.8,1022,0.0000,0.0000,N/A
2018,1,2,20,0,0,0,0,0,0,0,6,8.3,124.61,0,0.11,1,1.7000000000000002,78,80.78,11.5,1022,0.0000,0.0000,N/A
2018,1,2,20,30,0,0,0,0,0,0,6,8.3,130.57,0,0.11,1,1.7000000000000002,79,81.85000000000001,11.3,1022,0.0000,0.0000,N/A
2018,1,2,21,0,0,0,0,0,0,0,6,8.3,136.52,0,0.11,1,1.7000000000000002,80,82.82000000000001,11.100000000000001,1022,0.0000,0.0000,N/A
2018,1,2,21,30,0,0,0,0,0,0,6,8.3,142.42000000000002,0,0.11,1,1.7000000000000002,83,83.37,11,1022,0.0000,0.0000,N/A
2018,1,2,22,0,0,0,0,0,0,0,6,8.3,148.20000000000002,0,0.11,1,1.6,85,84.47,10.8,1021,0.0000,0.0000,N/A
2018,1,2,22,30,0,0,0,0,0,0,6,8.3,153.73,0,0.11,1,1.6,86,85.04,10.700000000000001,1021,0.0000,0.0000,N/A
2018,1,2,23,0,0,0,0,0,0,0,6,8.3,158.78,0,0.11,1,1.6,87,86.24,10.5,1021,0.0000,0.0000,N/A
2018,1,2,23,30,0,0,0,0,0,0,6,8.3,162.91,0,0.11,1,1.6,88,87.97,10.200000000000001,1021,0.0000,0.0000,N/A
2018,1,3,0,0,0,0,0,0,0,0,7,8.3,165.26,0,0.11,1,1.6,89,90.05,9.9,1020,0.0000,0.0000,N/A
2018,1,3,0,30,0,0,0,0,0,0,7,8.3,164.99,0,0.11,1.1,1.6,98,90.05,9.9,1020,0.0000,0.0000,N/A
2018,1,3,1,0,0,0,0,0,0,0,7,8.4,162.20000000000002,0,0.11,1.1,1.6,108,89.69,10,1021,0.0000,0.0000,N/A
2018,1,3,1,30,0,0,0,0,0,0,7,8.4,157.84,0,0.11,1.1,1.5,115,89.69,10,1021,0.0000,0.0000,N/A
2018,1,3,2,0,0,0,0,0,0,0,7,8.200000000000001,152.66,0,0.11,1.1,1.5,122,88.61,10,1021,0.0000,0.0000,N/A
2018,1,3,2,30,0,0,0,0,0,0,7,8.200000000000001,147.07,0,0.11,1.1,1.5,123,89.12,9.9,1020,0.0000,0.0000,N/A
2018,1,3,3,0,0,0,0,0,0,0,7,7.9,141.26,0,0.11,1.2000000000000002,1.5,125,87.84,9.8,1020,0.0000,0.0000,N/A
2018,1,3,3,30,0,0,0,0,0,0,7,7.9,135.35,0,0.11,1.2000000000000002,1.4000000000000001,125,87.84,9.8,1020,0.0000,0.0000,N/A
2018,1,3,4,0,0,0,0,0,0,0,6,7.5,129.39000000000001,0,0.11,1.2000000000000002,1.4000000000000001,126,85.83,9.8,1020,0.0000,0.0000,N/A
2018,1,3,4,30,0,0,0,0,0,0,6,7.5,123.43,0,0.11,1.2000000000000002,1.4000000000000001,124,85.83,9.8,1020,0.0000,0.0000,N/A
2018,1,3,5,0,0,0,0,0,0,0,6,7.1000000000000005,117.51,0,0.11,1.2000000000000002,1.4000000000000001,122,83.56,9.8,1019,0.0000,0.0000,N/A
2018,1,3,5,30,0,0,0,0,0,0,6,7.1000000000000005,111.65,0,0.11,1.2000000000000002,1.4000000000000001,121,83.01,9.9,1019,0.0000,0.0000,N/A
2018,1,3,6,0,0,0,0,0,0,0,6,6.7,105.89,0,0.11,1.2000000000000002,1.4000000000000001,121,80.14,10,1019,0.0000,0.0000,N/A
2018,1,3,6,30,0,0,0,0,0,0,6,6.7,100.25,0,0.11,1.2000000000000002,1.5,125,79.61,10.100000000000001,1019,0.0000,0.0000,N/A
2018,1,3,7,0,0,0,0,0,0,0,6,6.2,94.76,0,0.11,1.2000000000000002,1.5,128,75.73,10.3,1019,0.0000,0.0000,N/A
2018,1,3,7,30,2,0,2,10,70,11,6,6.2,89.05,43,0.11,1.1,1.6,134,72.77,10.9,1019,0.0000,0.0000,N/A
2018,1,3,8,0,10,0,10,34,327,67,6,6.4,84.25,100,0.11,1,1.6,140,70.52,11.600000000000001,1019,0.0000,0.0000,N/A
2018,1,3,8,30,16,0,16,51,496,141,6,6.4,79.54,100,0.11,0.9,1.7000000000000002,153,67.42,12.3,1020,0.7626,0.5815,N/A
2018,1,3,9,0,20,0,20,63,601,217,6,7.5,75.14,43,0.11,0.8,1.8,165,68.87,13.100000000000001,1020,0.9768,0.7505,N/A
2018,1,3,9,30,38,0,38,71,672,288,6,7.5,71.14,0,0.11,0.8,2,187,66.67,13.600000000000001,1020,1.9253,1.4887,N/A
2018,1,3,10,0,32,0,32,77,720,351,9,8,67.63,0,0.11,0.8,2.2,209,67.35,14,1021,1.6720,1.2983,N/A
2018,1,3,10,30,30,0,30,82,751,403,9,8,64.7,0,0.11,0.8,2.4000000000000004,224,65.63,14.4,1021,1.6037,1.2486,N/A
2018,1,3,11,0,33,0,33,85,771,442,9,8.5,62.42,0,0.11,0.9,2.6,240,65.92,14.8,1021,1.7922,1.3977,N/A
2018,1,3,11,30,34,0,34,88,781,468,9,8.5,60.870000000000005,0,0.11,0.7000000000000001,2.8000000000000003,250,65.02,15,1020,1.8647,1.4557,N/A
2018,1,3,12,0,27,0,27,90,783,480,9,9,60.120000000000005,0,0.11,0.4,2.9000000000000004,261,67.09,15.100000000000001,1020,1.4875,1.1617,N/A
2018,1,3,12,30,46,0,46,90,780,478,9,9,60.2,0,0.11,0.9,3,172,67.52,15,1020,2.5330,1.9782,N/A
2018,1,3,13,0,48,0,48,89,769,461,9,9.200000000000001,61.09,0,0.11,1.4000000000000001,3.1,82,68.85000000000001,14.9,1019,2.6290,2.0520,N/A
2018,1,3,13,30,68,0,68,85,758,432,9,9.200000000000001,62.77,0,0.11,1.9000000000000001,3.1,84,68.85000000000001,14.9,1019,3.6844,2.8727,N/A
2018,1,3,14,0,30,0,30,80,741,391,9,9.4,65.17,0,0.11,2.5,3,86,69.37,15,1018,1.5981,1.2438,N/A
2018,1,3,14,30,19,0,19,73,711,337,6,9.4,68.21000000000001,0,0.11,2.3000000000000003,2.9000000000000004,90,69.81,14.9,1018,0.9880,0.7667,N/A
2018,1,3,15,0,65,1,65,65,667,273,6,9.4,71.81,0,0.11,2.2,2.8000000000000003,94,69.79,14.9,1018,3.2730,2.5284,N/A
2018,1,3,15,30,60,0,60,57,590,201,6,9.4,75.89,82,0.11,2.2,2.8000000000000003,94,69.79,14.9,1018,2.9121,2.2343,N/A
2018,1,3,16,0,38,6,39,46,472,125,6,9.600000000000001,80.35000000000001,100,0.11,1.1,2.8000000000000003,129,76.85000000000001,13.600000000000001,1018,0.0000,0.0000,N/A
2018,1,3,16,30,21,15,22,30,285,54,7,9.600000000000001,85.11,100,0.11,1.3,2.9000000000000004,138,79.46000000000001,13.100000000000001,1019,0.0000,0.0000,N/A
2018,1,3,17,0,2,1,2,6,40,6,7,9.200000000000001,89.84,29,0.11,1.4000000000000001,3,148,79.32000000000001,12.700000000000001,1019,0.0000,0.0000,N/A
2018,1,3,17,30,0,0,0,0,0,0,7,9.200000000000001,95.71000000000001,0,0.11,1.9000000000000001,3,151,76.78,13.200000000000001,1019,0.0000,0.0000,N/A
2018,1,3,18,0,0,0,0,0,0,0,0,9.5,101.23,0,0.11,2.4000000000000004,3.1,154,75.79,13.700000000000001,1019,0.0000,0.0000,N/A
2018,1,3,18,30,0,0,0,0,0,0,6,9.5,106.89,0,0.11,2.3000000000000003,3,150,76.28,13.600000000000001,1019,0.0000,0.0000,N/A
2018,1,3,19,0,0,0,0,0,0,0,8,10,112.67,0,0.11,2.2,2.9000000000000004,145,79.23,13.5,1019,0.0000,0.0000,N/A
2018,1,3,19,30,0,0,0,0,0,0,6,10,118.54,0,0.11,2,2.8000000000000003,141,82.38,12.9,1019,0.0000,0.0000,N/A
2018,1,3,20,0,0,0,0,0,0,0,8,10.100000000000001,124.47,0,0.11,1.8,2.8000000000000003,137,86.62,12.3,1019,0.0000,0.0000,N/A
2018,1,3,20,30,0,0,0,0,0,0,6,10.100000000000001,130.43,0,0.11,1.8,2.8000000000000003,135,86.62,12.3,1019,0.0000,0.0000,N/A
2018,1,3,21,0,0,0,0,0,0,0,4,10.3,136.38,0,0.11,1.8,2.7,132,88.35000000000001,12.200000000000001,1019,0.0000,0.0000,N/A
2018,1,3,21,30,0,0,0,0,0,0,4,10.3,142.28,0,0.11,2,2.7,138,86.07000000000001,12.600000000000001,1019,0.0000,0.0000,N/A
2018,1,3,22,0,0,0,0,0,0,0,4,10.8,148.05,0,0.11,2.2,2.7,144,86.34,13,1019,0.0000,0.0000,N/A
2018,1,3,22,30,0,0,0,0,0,0,8,10.8,153.58,0,0.11,2.1,2.7,152,85.78,13.100000000000001,1019,0.0000,0.0000,N/A
2018,1,3,23,0,0,0,0,0,0,0,4,11.100000000000001,158.64000000000001,0,0.11,2.1,2.7,160,86.93,13.200000000000001,1019,0.0000,0.0000,N/A
2018,1,3,23,30,0,0,0,0,0,0,7,11.100000000000001,162.76,0,0.11,1.9000000000000001,2.7,167,87.49,13.100000000000001,1019,0.0000,0.0000,N/A
2018,1,4,0,0,0,0,0,0,0,0,7,11.100000000000001,165.14000000000001,0,0.11,1.7000000000000002,2.6,174,89.02,12.9,1019,0.0000,0.0000,N/A
2018,1,4,0,30,0,0,0,0,0,0,7,11.100000000000001,164.91,0,0.11,1.6,2.6,173,89.60000000000001,12.8,1019,0.0000,0.0000,N/A
2018,1,4,1,0,0,0,0,0,0,0,7,11.200000000000001,162.17000000000002,0,0.11,1.5,2.6,172,90.74,12.700000000000001,1019,0.0000,0.0000,N/A
2018,1,4,1,30,0,0,0,0,0,0,7,11.200000000000001,157.84,0,0.11,1.5,2.6,166,90.74,12.700000000000001,1019,0.0000,0.0000,N/A
2018,1,4,2,0,0,0,0,0,0,0,7,11.3,152.68,0,0.11,1.4000000000000001,2.5,161,91.72,12.600000000000001,1019,0.0000,0.0000,N/A
2018,1,4,2,30,0,0,0,0,0,0,0,11.3,147.1,0,0.11,1.5,2.5,155,91.72,12.600000000000001,1019,0.0000,0.0000,N/A
2018,1,4,3,0,0,0,0,0,0,0,0,11.3,141.3,0,0.11,1.5,2.5,149,91.56,12.600000000000001,1019,0.0000,0.0000,N/A
2018,1,4,3,30,0,0,0,0,0,0,3,11.3,135.38,0,0.11,1.6,2.5,146,92.16,12.5,1019,0.0000,0.0000,N/A
2018,1,4,4,0,0,0,0,0,0,0,0,11.100000000000001,129.43,0,0.11,1.6,2.5,142,91.96000000000001,12.4,1019,0.0000,0.0000,N/A
2018,1,4,4,30,0,0,0,0,0,0,0,11.100000000000001,123.47,0,0.11,1.7000000000000002,2.5,140,92.66,12.3,1020,0.0000,0.0000,N/A
2018,1,4,5,0,0,0,0,0,0,0,0,10.9,117.54,0,0.11,1.7000000000000002,2.4000000000000004,138,92.34,12.100000000000001,1020,0.0000,0.0000,N/A
