Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,117549,-,-,-,37.33,-121.9,-8,24,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2017,1,1,22,0,0,0,0,0,0,0,4,2,148.3,0,0.11800000000000001,1.2000000000000002,1.031,252.70000000000002,100,4,1010,0.0000,0.0000,N/A
2017,1,1,22,30,0,0,0,0,0,0,4,2,153.83,0,0.11800000000000001,1.2000000000000002,1.043,252.70000000000002,100,4,1010,0.0000,0.0000,N/A
2017,1,1,23,0,0,0,0,0,0,0,4,2,158.89000000000001,0,0.11800000000000001,1.2000000000000002,1.055,247.8,100,4,1010,0.0000,0.0000,N/A
2017,1,1,23,30,0,0,0,0,0,0,8,2,163,0,0.11800000000000001,1.1,1.068,247.8,100,4,1010,0.0000,0.0000,N/A
2017,1,2,0,0,0,0,0,0,0,0,4,2,165.33,0,0.11800000000000001,1.1,1.081,242.60000000000002,100,5,1010,0.0000,0.0000,N/A
2017,1,2,0,30,0,0,0,0,0,0,4,2,165.02,0,0.11800000000000001,1,1.092,242.60000000000002,100,5,1010,0.0000,0.0000,N/A
2017,1,2,1,0,0,0,0,0,0,0,4,3,162.20000000000002,0,0.11800000000000001,1,1.103,231.70000000000002,96.28,5,1010,0.0000,0.0000,N/A
2017,1,2,1,30,0,0,0,0,0,0,8,3,157.82,0,0.11800000000000001,1,1.121,231.70000000000002,96.29,5,1010,0.0000,0.0000,N/A
2017,1,2,2,0,0,0,0,0,0,0,8,3,152.63,0,0.11800000000000001,1,1.139,220.8,96.57000000000001,5,1010,0.0000,0.0000,N/A
2017,1,2,2,30,0,0,0,0,0,0,8,3,147.03,0,0.11800000000000001,1,1.16,220.8,96.56,5,1010,0.0000,0.0000,N/A
2017,1,2,3,0,0,0,0,0,0,0,8,3,141.22,0,0.11800000000000001,1,1.181,215.10000000000002,97.42,5,1010,0.0000,0.0000,N/A
2017,1,2,3,30,0,0,0,0,0,0,8,3,135.3,1,0.11800000000000001,1,1.201,215.10000000000002,97.41,5,1010,0.0000,0.0000,N/A
2017,1,2,4,0,0,0,0,0,0,0,8,3,129.34,0,0.11800000000000001,1,1.222,214.70000000000002,98.45,5,1010,0.0000,0.0000,N/A
2017,1,2,4,30,0,0,0,0,0,0,8,3,123.39,0,0.11800000000000001,1,1.237,214.70000000000002,98.44,5,1010,0.0000,0.0000,N/A
2017,1,2,5,0,0,0,0,0,0,0,8,3,117.47,0,0.11800000000000001,1,1.2530000000000001,215,98.97,6,1010,0.0000,0.0000,N/A
2017,1,2,5,30,0,0,0,0,0,0,8,3,111.61,0,0.11800000000000001,0.9,1.2670000000000001,215,98.98,6,1010,0.0000,0.0000,N/A
2017,1,2,6,0,0,0,0,0,0,0,8,3,105.85000000000001,0,0.11800000000000001,0.9,1.283,215.9,99.28,6,1010,0.0000,0.0000,N/A
2017,1,2,6,30,0,0,0,0,0,0,8,3,100.21000000000001,0,0.11800000000000001,0.9,1.295,215.9,99.29,6,1010,0.0000,0.0000,N/A
2017,1,2,7,0,0,0,0,0,0,0,4,4,94.73,0,0.11800000000000001,0.9,1.307,213.3,100,6,1010,0.0000,0.0000,N/A
2017,1,2,7,30,0,0,0,0,0,0,4,4,89.44,0,0.11800000000000001,0.8,1.314,213.3,100,6,1010,0.0000,0.0000,N/A
2017,1,2,8,0,27,0,27,44,117,56,8,4,84.39,4,0.11800000000000001,0.8,1.322,207.4,99.04,7,1010,0.0000,0.0000,N/A
2017,1,2,8,30,62,0,62,76,284,127,8,4,79.63,4,0.11800000000000001,1.1,1.326,207.4,99.04,7,1010,2.9551,2.2529,N/A
2017,1,2,9,0,96,15,100,96,419,203,8,5,75.21000000000001,4,0.11800000000000001,1.4000000000000001,1.33,198.5,97.42,8,1010,4.8811,3.7497,N/A
2017,1,2,9,30,127,26,135,111,509,276,4,5,71.21000000000001,4,0.11800000000000001,1.7000000000000002,1.328,198.5,97.43,8,1010,6.8356,5.2850,N/A
2017,1,2,10,0,153,45,170,112,616,345,8,5,67.7,0,0.11800000000000001,2.1,1.327,199.60000000000002,91.17,8,1010,8.8775,6.8927,N/A
2017,1,2,10,30,139,0,139,119,659,400,4,5,64.77,0,0.11800000000000001,2.4000000000000004,1.328,199.60000000000002,91.17,8,1010,7.4266,5.7818,N/A
2017,1,2,11,0,193,52,217,116,713,446,4,5,62.5,0,0.11800000000000001,2.8000000000000003,1.33,210.4,90.27,9,1010,11.7787,9.1854,N/A
2017,1,2,11,30,175,11,180,119,731,474,8,5,60.97,0,0.11800000000000001,2.9000000000000004,1.339,210.4,90.26,9,1010,9.8660,7.7013,N/A
2017,1,2,12,0,180,10,185,123,730,486,8,5,60.230000000000004,1,0.11800000000000001,3.1,1.348,214.5,88.19,9,1010,10.1854,7.9541,N/A
2017,1,2,12,30,207,47,230,123,729,484,4,5,60.31,0,0.11800000000000001,3,1.348,214.5,88.17,9,1010,12.6570,9.8838,N/A
2017,1,2,13,0,165,4,167,121,719,468,8,5,61.21,0,0.11800000000000001,2.9000000000000004,1.348,214.60000000000002,88.01,9,1010,9.1399,7.1335,N/A
2017,1,2,13,30,181,33,197,118,700,437,8,5,62.9,0,0.11800000000000001,2.9000000000000004,1.343,214.60000000000002,88.01,9,1010,10.6646,8.3143,N/A
2017,1,2,14,0,180,97,220,110,678,394,8,5,65.31,0,0.11800000000000001,2.9000000000000004,1.338,211.4,89.04,9,1010,11.7074,9.1103,N/A
2017,1,2,14,30,156,136,206,103,633,337,4,5,68.36,0,0.11800000000000001,2.7,1.334,211.4,89.05,9,1010,10.6980,8.3004,N/A
2017,1,2,15,0,132,110,166,90,583,271,8,5,71.98,4,0.11800000000000001,2.5,1.33,206.20000000000002,90.93,9,1010,8.3455,6.4453,N/A
2017,1,2,15,30,99,88,120,78,491,196,4,5,76.07000000000001,4,0.11800000000000001,1.9000000000000001,1.327,206.20000000000002,97.41,8,1010,5.8158,4.4607,N/A
2017,1,2,16,0,63,57,72,60,355,118,4,5,80.56,4,0.11800000000000001,1.4000000000000001,1.324,198.4,98.82000000000001,8,1010,0.0000,0.0000,N/A
2017,1,2,16,30,28,7,28,34,155,47,4,4,85.39,4,0.11800000000000001,1.2000000000000002,1.327,198.4,100,7,1010,0.0000,0.0000,N/A
2017,1,2,17,0,0,0,0,0,0,0,4,4,90.49,0,0.11800000000000001,1.1,1.33,190.60000000000002,100,7,1020,0.0000,0.0000,N/A
2017,1,2,17,30,0,0,0,0,0,0,1,4,95.82000000000001,0,0.11800000000000001,1.1,1.334,190.60000000000002,100,6,1020,0.0000,0.0000,N/A
2017,1,2,18,0,0,0,0,0,0,0,1,4,101.34,0,0.11800000000000001,1.1,1.339,178.5,100,6,1020,0.0000,0.0000,N/A
2017,1,2,18,30,0,0,0,0,0,0,1,4,107.01,0,0.11800000000000001,1.1,1.354,178.5,100,6,1020,0.0000,0.0000,N/A
2017,1,2,19,0,0,0,0,0,0,0,1,4,112.79,1,0.11800000000000001,1.2000000000000002,1.369,172.10000000000002,100,6,1020,0.0000,0.0000,N/A
2017,1,2,19,30,0,0,0,0,0,0,1,4,118.66,0,0.11800000000000001,1.2000000000000002,1.381,172.10000000000002,100,6,1020,0.0000,0.0000,N/A
2017,1,2,20,0,0,0,0,0,0,0,4,4,124.58,0,0.11800000000000001,1.2000000000000002,1.3940000000000001,168.8,100,7,1020,0.0000,0.0000,N/A
2017,1,2,20,30,0,0,0,0,0,0,8,4,130.54,0,0.11800000000000001,1.2000000000000002,1.421,168.8,100,7,1020,0.0000,0.0000,N/A
2017,1,2,21,0,0,0,0,0,0,0,8,4,136.49,0,0.11800000000000001,1.2000000000000002,1.449,162.60000000000002,100,7,1020,0.0000,0.0000,N/A
2017,1,2,21,30,0,0,0,0,0,0,8,4,142.39000000000001,0,0.11800000000000001,1.2000000000000002,1.5030000000000001,162.60000000000002,100,7,1020,0.0000,0.0000,N/A
2017,1,2,22,0,0,0,0,0,0,0,8,6,148.16,0,0.11800000000000001,1.4000000000000001,1.557,162.10000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,2,22,30,0,0,0,0,0,0,8,6,153.69,0,0.11800000000000001,1.5,1.622,162.10000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,2,23,0,0,0,0,0,0,0,8,6,158.74,0,0.11800000000000001,1.6,1.688,162.5,100,8,1020,0.0000,0.0000,N/A
2017,1,2,23,30,0,0,0,0,0,0,8,6,162.86,0,0.11800000000000001,1.7000000000000002,1.756,162.5,100,8,1020,0.0000,0.0000,N/A
2017,1,3,0,0,0,0,0,0,0,0,8,6,165.22,0,0.11800000000000001,1.8,1.824,163.70000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,3,0,30,0,0,0,0,0,0,8,6,164.95000000000002,0,0.11800000000000001,1.7000000000000002,1.889,163.70000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,3,1,0,0,0,0,0,0,0,8,6,162.18,0,0.11800000000000001,1.7000000000000002,1.955,162,100,8,1020,0.0000,0.0000,N/A
2017,1,3,1,30,0,0,0,0,0,0,8,6,157.82,0,0.11800000000000001,1.6,2.005,162,100,8,1020,0.0000,0.0000,N/A
2017,1,3,2,0,0,0,0,0,0,0,8,6,152.65,0,0.11800000000000001,1.5,2.056,155.70000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,3,2,30,0,0,0,0,0,0,8,6,147.06,0,0.11800000000000001,1.6,2.082,155.70000000000002,100,8,1020,0.0000,0.0000,N/A
2017,1,3,3,0,0,0,0,0,0,0,8,6,141.25,0,0.11800000000000001,1.7000000000000002,2.108,146.9,100,8,1020,0.0000,0.0000,N/A
2017,1,3,3,30,0,0,0,0,0,0,8,6,135.34,0,0.11800000000000001,1.9000000000000001,2.125,146.9,100,8,1020,0.0000,0.0000,N/A
2017,1,3,4,0,0,0,0,0,0,0,8,6,129.38,0,0.11800000000000001,2.1,2.1430000000000002,142.1,100,8,1020,0.0000,0.0000,N/A
2017,1,3,4,30,0,0,0,0,0,0,8,6,123.43,0,0.11800000000000001,2,2.162,142.1,100,8,1020,0.0000,0.0000,N/A
2017,1,3,5,0,0,0,0,0,0,0,4,6,117.51,0,0.11800000000000001,2,2.181,138,100,8,1020,0.0000,0.0000,N/A
2017,1,3,5,30,0,0,0,0,0,0,8,6,111.65,0,0.11800000000000001,2,2.2,138,100,7,1020,0.0000,0.0000,N/A
2017,1,3,6,0,0,0,0,0,0,0,4,6,105.88,0,0.11800000000000001,2.1,2.22,133.3,100,7,1020,0.0000,0.0000,N/A
2017,1,3,6,30,0,0,0,0,0,0,4,6,100.24000000000001,0,0.11800000000000001,2.2,2.237,133.3,100,7,1020,0.0000,0.0000,N/A
2017,1,3,7,0,0,0,0,0,0,0,8,6,94.75,0,0.11800000000000001,2.4000000000000004,2.254,133,100,7,1020,0.0000,0.0000,N/A
2017,1,3,7,30,0,0,0,0,0,0,4,6,89.45,0,0.11800000000000001,2.8000000000000003,2.2800000000000002,133,100,7,1020,0.0000,0.0000,N/A
2017,1,3,8,0,16,0,16,31,341,65,4,6,84.4,4,0.11800000000000001,3.2,2.308,136.6,100,8,1020,0.0000,0.0000,N/A
2017,1,3,8,30,35,0,35,47,517,140,8,6,79.62,4,0.11800000000000001,3.3000000000000003,2.341,136.6,100,8,1020,1.6682,1.2718,N/A
2017,1,3,9,0,54,0,54,57,630,218,8,7,75.19,4,0.11800000000000001,3.5,2.374,142.20000000000002,100,9,1020,2.6363,2.0253,N/A
2017,1,3,9,30,73,0,73,65,701,291,4,7,71.18,4,0.11800000000000001,3.7,2.406,142.20000000000002,95.53,10,1020,3.6973,2.8587,N/A
2017,1,3,10,0,89,0,89,73,740,354,8,8,67.66,0,0.11800000000000001,4,2.439,153.70000000000002,96.68,11,1020,4.6492,3.6099,N/A
2017,1,3,10,30,135,0,135,77,774,408,4,8,64.72,0,0.11800000000000001,4.2,2.469,153.70000000000002,96.65,11,1010,7.2155,5.6177,N/A
2017,1,3,11,0,42,0,42,82,792,449,8,9,62.43,0,0.11800000000000001,4.5,2.499,161.8,95.76,12,1010,2.2808,1.7787,N/A
2017,1,3,11,30,8,0,8,84,806,476,8,9,60.89,0,0.11800000000000001,4.7,2.529,161.8,95.7,12,1010,0.4387,0.3425,N/A
2017,1,3,12,0,171,5,174,86,809,489,8,9,60.13,0,0.11800000000000001,4.9,2.56,168.20000000000002,92.58,13,1010,9.5855,7.4860,N/A
2017,1,3,12,30,108,0,108,86,808,487,8,9,60.2,0,0.11800000000000001,4.800000000000001,2.586,168.20000000000002,92.55,13,1010,5.9471,4.6444,N/A
2017,1,3,13,0,75,0,75,87,792,470,8,10,61.1,0,0.11800000000000001,4.800000000000001,2.612,172,94.52,13,1010,4.1075,3.2061,N/A
2017,1,3,13,30,88,0,88,85,775,439,8,10,62.77,0,0.11800000000000001,4.6000000000000005,2.634,172,94.5,13,1010,4.7680,3.7176,N/A
2017,1,3,14,0,141,0,141,84,736,394,8,10,65.18,0,0.11800000000000001,4.6000000000000005,2.657,172.9,96.09,13,1010,7.5107,5.8452,N/A
2017,1,3,14,30,6,0,6,79,697,338,6,10,68.23,0,0.11800000000000001,4.6000000000000005,2.67,172.9,96.08,12,1010,0.3119,0.2421,N/A
2017,1,3,15,0,5,0,5,77,618,269,6,10,71.83,4,0.11800000000000001,4.800000000000001,2.684,172.10000000000002,96.96000000000001,12,1010,0.2517,0.1945,N/A
2017,1,3,15,30,3,0,3,66,534,196,6,10,75.92,4,0.11800000000000001,5,2.68,172.10000000000002,96.95,12,1010,0.1456,0.1117,N/A
2017,1,3,16,0,2,0,2,53,400,119,6,10,80.42,4,0.11800000000000001,5.2,2.676,170.4,97.34,12,1010,0.0000,0.0000,N/A
2017,1,3,16,30,0,0,0,31,207,49,6,10,85.24,4,0.11800000000000001,5.5,2.658,170.4,97.32000000000001,12,1010,0.0000,0.0000,N/A
2017,1,3,17,0,0,0,0,0,0,0,6,10,90.34,0,0.11800000000000001,5.9,2.641,169.4,97.53,12,1010,0.0000,0.0000,N/A
2017,1,3,17,30,0,0,0,0,0,0,6,9,95.68,0,0.11800000000000001,6.1000000000000005,2.636,169.4,100,12,1010,0.0000,0.0000,N/A
2017,1,3,18,0,0,0,0,0,0,0,6,9,101.2,0,0.11800000000000001,6.300000000000001,2.6310000000000002,170.10000000000002,100,12,1010,0.0000,0.0000,N/A
2017,1,3,18,30,0,0,0,0,0,0,8,9,106.86,0,0.11800000000000001,6.300000000000001,2.681,170.10000000000002,100,12,1010,0.0000,0.0000,N/A
2017,1,3,19,0,0,0,0,0,0,0,8,10,112.64,0,0.11800000000000001,6.4,2.732,171.8,98.10000000000001,12,1010,0.0000,0.0000,N/A
2017,1,3,19,30,0,0,0,0,0,0,8,10,118.51,0,0.11800000000000001,6.300000000000001,2.802,171.8,98.10000000000001,12,1010,0.0000,0.0000,N/A
2017,1,3,20,0,0,0,0,0,0,0,8,10,124.44,0,0.11800000000000001,6.2,2.873,174.9,99.22,12,1010,0.0000,0.0000,N/A
2017,1,3,20,30,0,0,0,0,0,0,6,10,130.4,0,0.11800000000000001,6,2.9090000000000003,174.9,99.23,12,1010,0.0000,0.0000,N/A
2017,1,3,21,0,0,0,0,0,0,0,6,11,136.35,0,0.11800000000000001,5.9,2.946,178.4,100,13,1010,0.0000,0.0000,N/A
2017,1,3,21,30,0,0,0,0,0,0,6,11,142.24,0,0.11800000000000001,5.800000000000001,2.944,178.4,100,13,1010,0.0000,0.0000,N/A
2017,1,3,22,0,0,0,0,0,0,0,8,11,148.02,0,0.11800000000000001,5.7,2.943,183.5,100,13,1010,0.0000,0.0000,N/A
2017,1,3,22,30,0,0,0,0,0,0,8,11,153.54,0,0.11800000000000001,5.5,2.942,183.5,100,13,1010,0.0000,0.0000,N/A
2017,1,3,23,0,0,0,0,0,0,0,8,11,158.6,0,0.11800000000000001,5.4,2.9410000000000003,188.8,100,13,1010,0.0000,0.0000,N/A
2017,1,3,23,30,0,0,0,0,0,0,8,11,162.72,0,0.11800000000000001,5.300000000000001,2.9410000000000003,188.8,100,13,1010,0.0000,0.0000,N/A
2017,1,4,0,0,0,0,0,0,0,0,8,11,165.1,0,0.11800000000000001,5.2,2.9410000000000003,190.70000000000002,100,13,1010,0.0000,0.0000,N/A
2017,1,4,0,30,0,0,0,0,0,0,8,11,164.88,0,0.11800000000000001,5.1000000000000005,2.945,190.70000000000002,100,13,1010,0.0000,0.0000,N/A
2017,1,4,1,0,0,0,0,0,0,0,8,11,162.14000000000001,1,0.11800000000000001,5,2.95,194,100,13,1010,0.0000,0.0000,N/A
2017,1,4,1,30,0,0,0,0,0,0,6,11,157.82,0,0.11800000000000001,4.800000000000001,2.96,194,100,13,1010,0.0000,0.0000,N/A
2017,1,4,2,0,0,0,0,0,0,0,8,11,152.67000000000002,0,0.11800000000000001,4.6000000000000005,2.971,191.3,100,13,1010,0.0000,0.0000,N/A
2017,1,4,2,30,0,0,0,0,0,0,8,11,147.09,0,0.11800000000000001,4.6000000000000005,2.994,191.3,100,13,1010,0.0000,0.0000,N/A
2017,1,4,3,0,0,0,0,0,0,0,8,11,141.29,0,0.11800000000000001,4.6000000000000005,3.017,190,100,14,1010,0.0000,0.0000,N/A
2017,1,4,3,30,0,0,0,0,0,0,6,11,135.38,0,0.11800000000000001,4.4,3.0260000000000002,190,100,13,1010,0.0000,0.0000,N/A
2017,1,4,4,0,0,0,0,0,0,0,6,11,129.42000000000002,0,0.11800000000000001,4.2,3.035,193.3,100,13,1010,0.0000,0.0000,N/A
2017,1,4,4,30,0,0,0,0,0,0,8,11,123.46000000000001,0,0.11800000000000001,3.6,3.056,193.3,100,13,1010,0.0000,0.0000,N/A
2017,1,4,5,0,0,0,0,0,0,0,8,11,117.54,0,0.11800000000000001,3.1,3.078,206.60000000000002,100,13,1010,0.0000,0.0000,N/A
